UID,주거 형태,연간 소득,현재 직장 근속 연수,체납 세금 압류 횟수,개설된 신용계좌 수,신용 거래 연수,최대 신용한도,신용 문제 발생 횟수,마지막 연체 이후 경과 개월 수,개인 파산 횟수,대출 목적,대출 상환 기간,현재 대출 잔액,현재 미상환 신용액,월 상환 부채액,신용 점수,채무 불이행 여부
TRAIN_00729,주택 담보 대출 (거주 중),2058759.0,9년,0.0,11,11.8,281343.0,1,16,0,부채 통합,장기 상환,770767.5,118096.5,31744.5,645,0
TRAIN_00730,월세,1465903.5,1년,0.0,9,15.8,957103.5,0,25,1,부채 통합,단기 상환,518064.0,134728.5,11455.5,735,1
TRAIN_00731,월세,1859268.0,2년,0.0,13,18.5,859627.5,0,29,0,부채 통합,장기 상환,511990.5,203811.0,6309.0,662,0
TRAIN_00732,월세,1306077.0,2년,0.0,15,14.2,1281976.5,0,37,0,부채 통합,단기 상환,535767.0,166512.0,10548.0,742,0
TRAIN_00733,월세,1127406.0,6년,0.0,10,10.5,887124.0,0,21,0,부채 통합,장기 상환,277092.0,633522.0,30100.5,698,0
TRAIN_00734,주택 담보 대출 (거주 중),1266987.0,1년 미만,0.0,18,32.5,1411180.5,0,5,0,부채 통합,장기 상환,763519.5,1184343.0,43774.5,744,1
TRAIN_00735,월세,3865314.0,1년 미만,0.0,27,23.7,1821835.5,0,5,0,부채 통합,단기 상환,561112.5,1250520.0,72373.5,802,1
TRAIN_00736,월세,3395218.5,2년,0.0,11,28.6,1125873.0,0,68,0,부채 통합,단기 상환,504214.5,406335.0,4984.5,807,0
TRAIN_00737,월세,2067082.5,1년 미만,0.0,19,17.2,1217856.0,1,24,0,부채 통합,단기 상환,560482.5,209650.5,9790.5,789,1
TRAIN_00738,주택 담보 대출 (거주 중),2066524.5,10년 이상,1.0,10,16.3,491031.0,4,22,0,사업 대출,단기 상환,554724.0,51309.0,12441.0,804,1
TRAIN_00739,자가,3965164.5,5년,1.0,16,21.5,1064578.5,4,26,0,고액 구매,단기 상환,1156753.5,79183.5,32704.5,689,0
TRAIN_00740,월세,1819564.5,8년,0.0,14,19.4,738310.5,4,36,3,부채 통합,단기 상환,292752.0,306493.5,13056.0,767,1
TRAIN_00741,자가,2619534.0,6년,0.0,13,20.4,1678282.5,0,6,0,부채 통합,장기 상환,483015.0,581203.5,29167.5,653,1
TRAIN_00742,주택 담보 대출 (거주 중),1579822.5,3년,0.0,11,22.8,409954.5,0,11,1,부채 통합,단기 상환,552783.0,441700.5,16552.5,798,1
TRAIN_00743,주택 담보 대출 (거주 중),1472260.5,10년 이상,0.0,7,26.0,827787.0,0,7,0,기타,장기 상환,218473.5,364990.5,31960.5,702,0
TRAIN_00744,주택 담보 대출 (거주 중),2277946.5,10년 이상,0.0,8,28.0,321495.0,1,31,0,부채 통합,장기 상환,495444.0,412614.0,38520.0,715,0
TRAIN_00745,월세,2010226.5,10년 이상,0.0,8,15.2,944397.0,1,24,1,부채 통합,단기 상환,1165594.5,169284.0,27967.5,789,0
TRAIN_00746,주택 담보 대출 (거주 중),2414253.0,4년,0.0,9,20.3,776542.5,0,30,0,부채 통합,장기 상환,464532.0,151744.5,9757.5,660,1
TRAIN_00747,월세,1014267.0,10년 이상,0.0,8,10.1,114516.0,0,35,0,부채 통합,단기 상환,311068.5,475926.0,9018.0,785,0
TRAIN_00748,주택 담보 대출 (거주 중),1238899.5,10년 이상,0.0,15,18.2,1055391.0,0,64,0,부채 통합,단기 상환,197629.5,609535.5,8517.0,747,0
TRAIN_00749,주택 담보 대출 (거주 중),1064319.0,1년,5.0,13,12.6,126393.0,0,26,0,기타,단기 상환,268812.0,134164.5,0.0,795,0
TRAIN_00750,자가,1133139.0,4년,0.0,24,14.0,828967.5,0,12,0,부채 통합,장기 상환,547363.5,416184.0,10233.0,651,1
TRAIN_00751,자가,5148685.5,10년 이상,0.0,12,27.1,1040416.5,0,62,0,부채 통합,단기 상환,966939.0,615243.0,25365.0,807,1
TRAIN_00752,주택 담보 대출 (거주 중),1615854.0,10년 이상,1.0,13,15.9,789214.5,1,52,1,부채 통합,단기 상환,624127.5,276496.5,4468.5,791,0
TRAIN_00753,자가,3607291.5,1년 미만,1.0,7,13.7,165217.5,2,38,0,부채 통합,단기 상환,353619.0,223656.0,11106.0,749,1
TRAIN_00754,월세,1461346.5,10년 이상,0.0,9,12.8,466936.5,0,35,0,부채 통합,단기 상환,193137.0,103833.0,9366.0,798,0
TRAIN_00755,월세,1821012.0,2년,1.0,11,15.5,816210.0,0,13,0,부채 통합,단기 상환,216486.0,247687.5,24741.0,798,0
TRAIN_00756,자가,1202751.0,2년,0.0,13,29.2,905964.0,0,22,0,부채 통합,단기 상환,317500.5,390862.5,9838.5,805,0
TRAIN_00757,월세,1508982.0,10년 이상,0.0,11,18.1,755643.0,0,21,0,부채 통합,단기 상환,342279.0,356110.5,17100.0,793,0
TRAIN_00758,자가,2149441.5,9년,1.0,13,33.0,580204.5,2,65,3,주택 개보수,단기 상환,199197.0,419515.5,42397.5,809,0
TRAIN_00759,주택 담보 대출 (거주 중),5621637.0,10년 이상,0.0,21,28.3,5091603.0,0,28,0,부채 통합,단기 상환,1073089.5,207669.0,28785.0,805,0
TRAIN_00760,주택 담보 대출 (거주 중),5717188.5,9년,0.0,15,37.1,896470.5,2,25,1,부채 통합,단기 상환,416256.0,396486.0,35860.5,809,0
TRAIN_00761,월세,1633080.0,8년,0.0,8,17.5,757353.0,0,86,1,부채 통합,단기 상환,181153.5,162120.0,19792.5,809,0
TRAIN_00762,주택 담보 대출 (거주 중),7691899.5,4년,0.0,16,37.3,4663969.5,0,39,0,부채 통합,단기 상환,1185052.5,3582403.5,68049.0,778,0
TRAIN_00763,월세,659877.0,1년,0.0,14,18.5,577464.0,0,26,0,부채 통합,장기 상환,674730.0,209119.5,22494.0,716,0
TRAIN_00764,월세,1486579.5,3년,0.0,7,26.7,425844.0,0,76,0,부채 통합,단기 상환,168340.5,133297.5,8908.5,745,0
TRAIN_00765,월세,920812.5,2년,0.0,5,11.9,704016.0,0,73,0,부채 통합,단기 상환,422349.0,119143.5,2329.5,736,1
TRAIN_00766,주택 담보 대출 (거주 중),2781783.0,5년,0.0,10,26.3,210534.0,1,16,1,부채 통합,장기 상환,637254.0,220269.0,23638.5,713,0
TRAIN_00767,월세,2371218.0,8년,1.0,17,20.6,770413.5,2,71,3,부채 통합,단기 상환,528369.0,632565.0,36748.5,782,1
TRAIN_00768,월세,2774659.5,7년,0.0,13,14.0,692815.5,1,14,1,부채 통합,장기 상환,531898.5,393367.5,32853.0,796,1
TRAIN_00769,자가,1365235.5,2년,0.0,14,34.1,774354.0,0,5,0,기타,장기 상환,322165.5,133836.0,9633.0,773,1
TRAIN_00770,자가,1303492.5,10년 이상,0.0,11,31.3,2168599.5,0,15,0,부채 통합,장기 상환,437043.0,236943.0,23389.5,765,0
TRAIN_00771,주택 담보 대출 (거주 중),2452660.5,6년,0.0,16,17.5,987520.5,1,7,0,부채 통합,장기 상환,590596.5,450072.0,33583.5,693,0
TRAIN_00772,주택 담보 대출 (거주 중),2823052.5,4년,0.0,17,15.2,1124499.0,1,27,1,부채 통합,장기 상환,567055.5,530626.5,44374.5,780,0
TRAIN_00773,주택 담보 대출 (거주 중),1131466.5,10년 이상,0.0,18,11.9,396313.5,1,9,0,부채 통합,단기 상환,285672.0,69778.5,16441.5,796,0
TRAIN_00774,월세,5868478.5,10년 이상,0.0,11,30.0,5539776.0,0,62,0,부채 통합,장기 상환,979054.5,830383.5,26881.5,685,1
TRAIN_00775,월세,741955.5,10년 이상,0.0,8,14.6,367605.0,0,11,0,부채 통합,단기 상환,142663.5,101433.0,1261.5,771,1
TRAIN_00776,월세,1184295.0,10년 이상,0.0,8,12.7,252916.5,0,30,0,부채 통합,장기 상환,545137.5,488653.5,46620.0,738,0
TRAIN_00777,월세,1893105.0,10년 이상,0.0,6,18.6,566965.5,0,20,0,부채 통합,장기 상환,587316.0,92347.5,21886.5,693,0
TRAIN_00778,주택 담보 대출 (거주 중),1441969.5,10년 이상,0.0,7,37.1,806728.5,0,22,0,주택 개보수,단기 상환,1012783.5,262683.0,34885.5,785,0
TRAIN_00779,주택 담보 대출 (거주 중),3373575.0,10년 이상,0.0,19,17.2,794796.0,0,39,0,부채 통합,장기 상환,554607.0,174084.0,23704.5,773,0
TRAIN_00780,월세,2319357.0,7년,0.0,11,17.5,1683153.0,1,37,0,부채 통합,단기 상환,708031.5,556884.0,32844.0,804,1
TRAIN_00781,월세,1178974.5,3년,1.0,11,21.8,1132281.0,1,76,0,부채 통합,단기 상환,523377.0,143848.5,10368.0,795,1
TRAIN_00782,주택 담보 대출 (거주 중),1497036.0,4년,0.0,19,13.1,255982.5,1,78,0,기타,장기 상환,399505.5,448312.5,11073.0,689,0
TRAIN_00783,월세,1520137.5,4년,0.0,11,25.3,788848.5,1,20,3,부채 통합,단기 상환,446026.5,274648.5,2328.0,802,1
TRAIN_00784,월세,1415781.0,8년,0.0,21,29.4,512938.5,6,40,3,부채 통합,단기 상환,424636.5,242938.5,20665.5,653,1
TRAIN_00785,주택 담보 대출 (거주 중),1884493.5,2년,0.0,5,9.4,201622.5,0,9,0,기타,장기 상환,972979.5,455314.5,11605.5,605,0
TRAIN_00786,자가,1340467.5,3년,1.0,12,13.5,1030176.0,0,5,0,부채 통합,장기 상환,451567.5,320869.5,21015.0,667,1
TRAIN_00787,자가,1400550.0,2년,1.0,16,25.5,684913.5,2,67,0,주택 개보수,단기 상환,361135.5,59862.0,8815.5,725,1
TRAIN_00788,자가,866373.0,6년,0.0,6,35.7,1414549.5,0,26,0,부채 통합,단기 상환,830322.0,496684.5,24379.5,604,1
TRAIN_00789,주택 담보 대출 (거주 중),1726729.5,2년,0.0,8,32.8,985863.0,0,12,0,주택 개보수,장기 상환,1181733.0,2700658.5,26284.5,776,0
TRAIN_00790,주택 담보 대출 (거주 중),1216278.0,7년,0.0,17,19.9,1308258.0,0,7,0,기타,장기 상환,837592.5,533101.5,32100.0,720,1
TRAIN_00791,자가,4145118.0,5년,0.0,12,11.5,1200490.5,0,26,0,기타,장기 상환,691234.5,294453.0,25140.0,649,1
TRAIN_00792,주택 담보 대출 (거주 중),2141239.5,8년,0.0,13,30.4,329796.0,1,27,3,부채 통합,장기 상환,305193.0,55519.5,4134.0,720,1
TRAIN_00793,자가,1874428.5,10년 이상,0.0,16,27.5,2513541.0,0,0,0,기타,단기 상환,794934.0,476119.5,53905.5,789,0
TRAIN_00794,월세,1503388.5,4년,0.0,13,40.8,863218.5,4,14,3,부채 통합,단기 상환,463831.5,180162.0,28650.0,729,1
TRAIN_00795,자가,831352.5,1년,0.0,13,13.4,571611.0,0,40,0,부채 통합,단기 상환,176143.5,273793.5,21789.0,713,1
TRAIN_00796,월세,1688436.0,2년,0.0,9,12.8,417568.5,0,57,0,부채 통합,단기 상환,270225.0,12345.0,11562.0,798,0
TRAIN_00797,자가,1628452.5,10년 이상,0.0,12,14.8,574917.0,0,11,0,부채 통합,단기 상환,364323.0,323476.5,17571.0,795,0
TRAIN_00798,월세,2264071.5,10년 이상,0.0,11,16.8,1075827.0,0,6,0,부채 통합,단기 상환,526407.0,563271.0,29916.0,756,0
TRAIN_00799,주택 담보 대출 (거주 중),2148073.5,1년 미만,0.0,10,16.8,448629.0,0,10,0,부채 통합,단기 상환,329757.0,252867.0,22945.5,747,0
TRAIN_00800,월세,1151719.5,2년,0.0,12,17.1,862756.5,0,65,0,부채 통합,단기 상환,125800.5,116593.5,9438.0,760,1
TRAIN_00801,월세,2046787.5,10년 이상,0.0,13,13.3,5384542.5,0,26,0,부채 통합,단기 상환,470587.5,383358.0,32172.0,798,0
TRAIN_00802,자가,771898.5,10년 이상,0.0,13,28.1,1748844.0,0,20,0,부채 통합,단기 상환,503893.5,533415.0,16026.0,711,1
TRAIN_00803,자가,2309857.5,10년 이상,0.0,29,21.0,1366279.5,0,7,0,부채 통합,단기 상환,1054842.0,1076100.0,40552.5,771,1
TRAIN_00804,월세,1798368.0,10년 이상,4.0,9,20.0,1123374.0,0,28,0,부채 통합,장기 상환,640915.5,100872.0,33607.5,693,1
TRAIN_00805,자가,1697580.0,10년 이상,1.0,5,23.5,193125.0,2,23,0,사업 대출,단기 상환,170898.0,61324.5,3802.5,658,0
TRAIN_00806,월세,1235548.5,10년 이상,0.0,13,14.5,796332.0,1,22,1,부채 통합,단기 상환,319792.5,331269.0,26220.0,795,0
TRAIN_00807,자가,1820101.5,5년,0.0,14,16.2,1063351.5,0,44,0,부채 통합,장기 상환,767017.5,405517.5,35632.5,649,1
TRAIN_00808,월세,961618.5,1년,0.0,9,7.6,1033038.0,0,22,0,부채 통합,단기 상환,365115.0,272806.5,14434.5,796,0
TRAIN_00809,주택 담보 대출 (거주 중),1059519.0,8년,0.0,24,16.0,1352419.5,0,39,0,부채 통합,단기 상환,485961.0,383289.0,7585.5,724,1
TRAIN_00810,자가,597514.5,10년 이상,0.0,10,12.2,859527.0,0,18,0,부채 통합,단기 상환,299437.5,455895.0,7869.0,771,1
TRAIN_00811,자가,2654391.0,10년 이상,0.0,14,13.1,1096944.0,0,15,0,부채 통합,단기 상환,262182.0,404884.5,14632.5,796,0
TRAIN_00812,월세,1023286.5,6년,0.0,5,14.0,387400.5,0,16,0,기타,단기 상환,281670.0,18408.0,11154.0,776,0
TRAIN_00813,월세,1322073.0,4년,0.0,11,18.6,539907.0,6,70,3,부채 통합,단기 상환,429753.0,148230.0,2323.5,800,0
TRAIN_00814,주택 담보 대출 (거주 중),2283235.5,1년,0.0,12,12.8,1071469.5,0,15,0,부채 통합,장기 상환,1195000.5,361630.5,35883.0,715,0
TRAIN_00815,주택 담보 대출 (거주 중),1764337.5,10년 이상,0.0,11,41.5,527929.5,0,12,0,여행 자금,장기 상환,282940.5,127024.5,37041.0,735,0
TRAIN_00816,자가,1008250.5,4년,0.0,12,15.9,0.0,6,48,3,부채 통합,단기 상환,317368.5,178636.5,7068.0,800,0
TRAIN_00817,월세,4121688.0,10년 이상,0.0,13,18.4,6540907.5,0,25,0,부채 통합,단기 상환,987898.5,570160.5,41908.5,805,1
TRAIN_00818,월세,1468212.0,8년,4.0,10,19.2,511849.5,5,77,3,의료비,단기 상환,281211.0,216073.5,3067.5,802,0
TRAIN_00819,월세,2855254.5,5년,1.0,10,12.2,595756.5,1,31,0,부채 통합,단기 상환,401994.0,260929.5,4024.5,587,1
TRAIN_00820,주택 담보 대출 (거주 중),2986690.5,9년,1.0,5,16.5,600837.0,2,15,0,부채 통합,단기 상환,1303132.5,456985.5,40638.0,725,1
TRAIN_00821,주택 담보 대출 (거주 중),1710355.5,7년,0.0,13,10.8,494919.0,0,11,1,부채 통합,장기 상환,495729.0,230970.0,35224.5,651,0
TRAIN_00822,월세,1523491.5,8년,0.0,16,15.5,370882.5,5,28,3,부채 통합,단기 상환,231672.0,108160.5,7225.5,753,1
TRAIN_00823,자가,1056415.5,5년,0.0,9,15.7,329457.0,0,32,1,의료비,장기 상환,492040.5,203446.5,7122.0,756,1
TRAIN_00824,월세,2711212.5,10년 이상,0.0,7,27.2,893659.5,0,4,0,부채 통합,단기 상환,574509.0,817177.5,37477.5,795,0
TRAIN_00825,주택 담보 대출 (거주 중),3271819.5,1년,0.0,7,12.5,1312999.5,0,24,0,부채 통합,단기 상환,421606.5,540375.0,22425.0,798,0
TRAIN_00826,월세,1815924.0,10년 이상,0.0,12,23.8,1073869.5,1,37,1,부채 통합,단기 상환,193738.5,391762.5,25053.0,807,1
TRAIN_00827,자가,1400308.5,1년 미만,0.0,21,27.7,1144455.0,0,67,0,부채 통합,단기 상환,183285.0,380083.5,24039.0,782,0
TRAIN_00828,월세,1188193.5,1년,0.0,9,10.9,999846.0,0,31,0,부채 통합,단기 상환,200776.5,198442.5,17454.0,816,0
TRAIN_00829,월세,1001925.0,10년 이상,0.0,8,13.7,644232.0,0,15,0,기타,장기 상환,472339.5,154213.5,7804.5,671,0
TRAIN_00830,월세,2091831.0,1년,0.0,18,16.5,1469131.5,0,17,0,부채 통합,단기 상환,542319.0,619695.0,31848.0,798,0
TRAIN_00831,월세,2806485.0,10년 이상,0.0,18,30.0,581265.0,0,10,0,부채 통합,단기 상환,623500.5,241663.5,27976.5,800,0
TRAIN_00832,주택 담보 대출 (거주 중),1276152.0,7년,0.0,18,19.2,304612.5,1,45,0,부채 통합,단기 상환,375433.5,170649.0,5598.0,696,0
TRAIN_00833,월세,1408467.0,7년,0.0,12,14.0,62715.0,0,76,0,부채 통합,단기 상환,542173.5,171459.0,6162.0,775,0
TRAIN_00834,자가,2340376.5,10년 이상,0.0,12,11.8,343359.0,0,36,0,여행 자금,단기 상환,171724.5,86757.0,12544.5,764,0
TRAIN_00835,주택 담보 대출 (거주 중),1164243.0,10년 이상,0.0,8,25.1,0.0,0,60,1,부채 통합,단기 상환,206997.0,158917.5,14107.5,775,1
TRAIN_00836,자가,1038070.5,2년,0.0,10,16.3,518538.0,0,61,0,부채 통합,단기 상환,439395.0,76848.0,7323.0,791,0
TRAIN_00837,월세,933655.5,6년,0.0,15,13.2,702355.5,0,72,0,부채 통합,단기 상환,115153.5,586707.0,14034.0,765,1
TRAIN_00838,월세,2155704.0,10년 이상,1.0,10,13.7,703068.0,1,47,0,부채 통합,단기 상환,358722.0,377133.0,9511.5,765,0
TRAIN_00839,자가,1618083.0,1년,0.0,5,20.4,0.0,0,11,0,기타,단기 상환,919212.0,106351.5,24385.5,664,0
TRAIN_00840,월세,938794.5,5년,0.0,11,14.5,0.0,1,66,1,부채 통합,단기 상환,314094.0,138109.5,3141.0,696,1
TRAIN_00841,자가,4384378.5,10년 이상,0.0,8,15.2,1006146.0,0,27,0,부채 통합,장기 상환,317881.5,208221.0,13824.0,785,0
TRAIN_00842,자가,2427195.0,7년,0.0,21,29.9,6432448.5,0,10,0,부채 통합,단기 상환,1158202.5,503608.5,51079.5,815,0
TRAIN_00843,자가,1835043.0,5년,0.0,13,12.3,286416.0,0,5,0,기타,장기 상환,871581.0,0.0,18223.5,698,1
TRAIN_00844,월세,1194618.0,7년,0.0,11,14.3,897981.0,1,25,1,부채 통합,단기 상환,578940.0,521182.5,10684.5,685,1
TRAIN_00845,자가,1654089.0,2년,0.0,8,20.9,729136.5,0,8,0,부채 통합,단기 상환,765996.0,67986.0,24049.5,707,0
TRAIN_00846,주택 담보 대출 (거주 중),1028092.5,5년,0.0,14,16.3,0.0,1,41,1,부채 통합,장기 상환,421671.0,55249.5,24327.0,673,1
TRAIN_00847,주택 담보 대출 (거주 중),1563096.0,4년,0.0,10,25.5,397387.5,2,4,0,부채 통합,장기 상환,708570.0,228138.0,34152.0,598,0
TRAIN_00848,월세,1490643.0,8년,0.0,13,17.6,687304.5,6,40,3,부채 통합,단기 상환,487893.0,332331.0,10615.5,796,1
TRAIN_00849,월세,1486038.0,10년 이상,1.0,13,19.1,293154.0,2,13,0,주택 개보수,단기 상환,358758.0,331363.5,23718.0,769,0
TRAIN_00850,주택 담보 대출 (거주 중),2509012.5,10년 이상,0.0,15,32.9,5111412.0,1,42,1,부채 통합,장기 상환,1341562.5,646368.0,30453.0,722,0
TRAIN_00851,월세,9375991.5,6년,0.0,30,25.3,1359861.0,0,10,0,부채 통합,장기 상환,509355.0,742851.0,45465.0,755,0
TRAIN_00852,월세,1337040.0,10년 이상,0.0,14,20.1,528987.0,0,22,0,부채 통합,단기 상환,690301.5,309349.5,32640.0,795,0
TRAIN_00853,자가,1737124.5,2년,0.0,8,16.2,404169.0,0,14,0,여행 자금,단기 상환,62065.5,73818.0,7128.0,751,0
TRAIN_00854,주택 담보 대출 (거주 중),4665085.5,10년 이상,0.0,17,27.1,815190.0,1,48,1,부채 통합,단기 상환,513099.0,370107.0,50667.0,789,0
TRAIN_00855,주택 담보 대출 (거주 중),2955507.0,7년,0.0,15,26.4,1600285.5,1,33,1,부채 통합,단기 상환,1184926.5,1254373.5,32197.5,804,0
TRAIN_00856,월세,1530516.0,1년 미만,0.0,13,14.9,393337.5,4,39,0,기타,단기 상환,170164.5,225513.0,42040.5,785,0
TRAIN_00857,월세,1147776.0,8년,0.0,15,18.9,263005.5,0,70,3,부채 통합,장기 상환,68268.0,96688.5,12058.5,738,1
TRAIN_00858,월세,1186000.5,7년,0.0,9,20.2,384295.5,0,1,0,부채 통합,단기 상환,543166.5,46768.5,14065.5,785,0
TRAIN_00859,월세,1489119.0,1년,0.0,8,13.4,896781.0,1,32,0,부채 통합,장기 상환,529855.5,543459.0,9891.0,698,0
TRAIN_00860,월세,1896807.0,1년,0.0,11,12.3,922819.5,0,59,0,부채 통합,단기 상환,175579.5,403033.5,13701.0,776,1
TRAIN_00861,자가,4017016.5,5년,4.0,11,16.5,566134.5,6,38,2,고액 구매,장기 상환,1292640.0,318333.0,14644.5,640,0
TRAIN_00862,주택 담보 대출 (거주 중),1394949.0,2년,0.0,11,18.5,471514.5,0,85,0,부채 통합,단기 상환,236610.0,0.0,26892.0,800,0
TRAIN_00863,월세,1497214.5,2년,0.0,10,12.2,885873.0,0,32,0,부채 통합,단기 상환,502770.0,184921.5,12348.0,693,1
TRAIN_00864,주택 담보 대출 (거주 중),3138060.0,5년,0.0,12,16.1,506494.5,0,43,0,자동차 구매,장기 상환,558603.0,123495.0,32829.0,656,1
TRAIN_00865,월세,1574548.5,10년 이상,0.0,6,23.0,0.0,1,32,1,부채 통합,단기 상환,282163.5,232885.5,20380.5,800,0
TRAIN_00866,주택 담보 대출 (거주 중),5015131.5,8년,0.0,14,16.7,668191.5,2,67,3,부채 통합,단기 상환,441276.0,246877.5,37006.5,713,1
TRAIN_00867,주택 담보 대출 (거주 중),2509488.0,1년 미만,0.0,14,19.9,1063479.0,1,35,1,부채 통합,단기 상환,373149.0,235350.0,37321.5,791,0
TRAIN_00868,자가,3569148.0,2년,0.0,9,24.1,1162026.0,0,22,0,부채 통합,단기 상환,428290.5,36412.5,15642.0,751,0
TRAIN_00869,월세,1543677.0,8년,0.0,10,12.7,40222.5,0,12,0,여행 자금,단기 상환,225783.0,100695.0,10945.5,680,0
TRAIN_00870,자가,3484642.5,10년 이상,0.0,21,16.7,1887327.0,0,18,0,부채 통합,장기 상환,1253532.0,1028731.5,47386.5,607,1
TRAIN_00871,주택 담보 대출 (거주 중),2527878.0,2년,0.0,13,35.8,12226014.0,0,17,0,사업 대출,장기 상환,850477.5,213199.5,42925.5,687,0
TRAIN_00872,월세,593316.0,10년 이상,0.0,6,17.4,595387.5,0,73,0,기타,단기 상환,365994.0,73558.5,12091.5,789,0
TRAIN_00873,주택 담보 대출 (거주 중),1841685.0,8년,0.0,11,14.0,437601.0,1,46,1,부채 통합,단기 상환,315727.5,119524.5,6328.5,795,0
TRAIN_00874,월세,1621504.5,10년 이상,0.0,10,17.0,1301161.5,0,67,0,부채 통합,단기 상환,375898.5,643548.0,9901.5,804,0
TRAIN_00875,주택 담보 대출 (거주 중),1964904.0,4년,0.0,15,20.6,1011663.0,2,44,3,부채 통합,단기 상환,400338.0,217425.0,17611.5,722,0
TRAIN_00876,주택 담보 대출 (거주 중),2246377.5,6년,0.0,18,16.3,250890.0,1,32,0,기타,단기 상환,109158.0,105918.0,10135.5,804,1
TRAIN_00877,월세,1151560.5,10년 이상,0.0,11,15.2,427632.0,0,12,0,부채 통합,단기 상환,139615.5,252078.0,7360.5,749,1
TRAIN_00878,주택 담보 대출 (거주 중),2352690.0,5년,0.0,8,18.1,949869.0,0,25,0,부채 통합,장기 상환,635193.0,1945587.0,28066.5,653,0
TRAIN_00879,자가,2764023.0,5년,1.0,13,17.1,860613.0,1,32,0,주택 개보수,단기 상환,652981.5,24013.5,5817.0,807,0
TRAIN_00880,월세,1273776.0,1년 미만,0.0,17,19.5,461631.0,0,29,0,부채 통합,장기 상환,742695.0,209320.5,9540.0,633,1
TRAIN_00881,자가,1137888.0,2년,0.0,10,39.9,946026.0,0,10,0,부채 통합,단기 상환,380727.0,262009.5,30234.0,800,0
TRAIN_00882,주택 담보 대출 (거주 중),2836156.5,10년 이상,0.0,8,25.6,4067250.0,0,31,0,부채 통합,단기 상환,713115.0,1110373.5,29365.5,802,0
TRAIN_00883,주택 담보 대출 (거주 중),4980601.5,7년,0.0,15,19.0,1490920.5,1,43,1,부채 통합,단기 상환,721546.5,657412.5,36940.5,724,1
TRAIN_00884,월세,1198950.0,1년,0.0,5,13.5,297307.5,0,10,0,부채 통합,장기 상환,669663.0,68811.0,6778.5,618,1
TRAIN_00885,주택 담보 대출 (거주 중),2485615.5,10년 이상,0.0,21,17.0,1062340.5,0,12,0,부채 통합,장기 상환,676372.5,882184.5,18007.5,793,0
TRAIN_00886,월세,1869288.0,10년 이상,0.0,15,16.2,599781.0,0,34,0,부채 통합,단기 상환,552813.0,379984.5,18559.5,740,0
TRAIN_00887,주택 담보 대출 (거주 중),4853281.5,5년,1.0,16,11.0,828537.0,0,12,0,기타,장기 상환,753561.0,109402.5,43315.5,665,0
TRAIN_00888,월세,2869509.0,2년,0.0,9,23.6,1175607.0,1,71,0,부채 통합,단기 상환,404845.5,5001.0,27975.0,720,0
TRAIN_00889,주택 담보 대출 (거주 중),7142413.5,10년 이상,0.0,21,21.5,1052922.0,0,23,0,주택 개보수,단기 상환,706300.5,201654.0,42706.5,809,0
TRAIN_00890,주택 담보 대출 (거주 중),2934651.0,3년,1.0,19,30.5,1989087.0,0,25,0,주택 개보수,장기 상환,1137531.0,127168.5,13882.5,682,0
TRAIN_00891,주택 담보 대출 (거주 중),1491066.0,7년,0.0,12,22.4,189171.0,0,35,0,기타,장기 상환,227767.5,289476.0,3078.0,733,0
TRAIN_00892,주택 담보 대출 (거주 중),1146273.0,8년,0.0,7,14.3,635296.5,0,39,0,기타,장기 상환,312516.0,124891.5,10470.0,595,0
TRAIN_00893,자가,1314075.0,10년 이상,0.0,14,28.0,992007.0,0,21,0,주택 개보수,단기 상환,202089.0,259416.0,36675.0,798,1
TRAIN_00894,자가,1821418.5,4년,0.0,10,23.4,137329.5,0,44,0,부채 통합,장기 상환,510361.5,275307.0,16402.5,735,0
TRAIN_00895,주택 담보 대출 (거주 중),2322727.5,10년 이상,0.0,13,15.4,1071891.0,1,70,1,부채 통합,단기 상환,354315.0,559488.0,45165.0,793,1
TRAIN_00896,월세,2712523.5,10년 이상,0.0,7,26.7,370351.5,0,28,0,사업 대출,단기 상환,493473.0,150996.0,9253.5,787,0
TRAIN_00897,월세,1349889.0,10년 이상,0.0,9,14.2,148830.0,0,32,0,부채 통합,단기 상환,739905.0,2374164.0,17592.0,649,1
TRAIN_00898,월세,1541304.0,7년,0.0,11,20.7,814342.5,1,57,1,부채 통합,단기 상환,436246.5,611080.5,20382.0,791,1
TRAIN_00899,월세,1207107.0,2년,0.0,13,13.7,432556.5,0,18,0,부채 통합,단기 상환,237040.5,417747.0,12085.5,733,0
TRAIN_00900,자가,2246551.5,5년,0.0,10,21.3,3859401.0,0,7,0,기타,단기 상환,222445.5,226893.0,32487.0,785,0
TRAIN_00901,월세,4336654.5,10년 이상,0.0,6,14.8,752464.5,0,38,0,부채 통합,단기 상환,330196.5,330987.0,16692.0,764,1
TRAIN_00902,주택 담보 대출 (거주 중),1243795.5,4년,0.0,15,27.4,1342215.0,2,7,0,주택 개보수,장기 상환,417886.5,1252077.0,24714.0,811,0
TRAIN_00903,자가,1329015.0,10년 이상,0.0,12,13.3,768349.5,0,72,0,기타,단기 상환,136419.0,78796.5,6994.5,800,0
TRAIN_00904,월세,973578.0,8년,0.0,22,15.4,143823.0,1,64,3,부채 통합,단기 상환,431970.0,508003.5,4611.0,664,1
TRAIN_00905,월세,2205843.0,10년 이상,1.0,12,15.5,958771.5,1,41,0,부채 통합,단기 상환,236103.0,591304.5,14121.0,804,0
